"rank","Player","GP","tau","lq","uq","median_rank","rank_uq","rank_lq","rank_range","prob_rank1","prob_top25"
703,"AO Suji",46,2.82481833819695,2.63006134318488,3.01970853088549,685,483.95,779,295.05,0,0
704,"Shahriar Nafees",75,2.82474666848366,2.64232011985457,3.0411022329668,688.5,452.875,776,323.125,0,0
705,"DA Gunawardene",61,2.82405906903512,2.66292824401175,2.99124633400172,682,521,768.025,247.025,0,0
706,"MW Goodwin",70,2.82163514202456,2.6764134130042,2.97664765152417,686,520,766.025,246.025,0,0
707,"SHT Kandamby",36,2.81949896538297,2.60356681514986,3.05691886985146,687,440.85,788.025,347.175,0,0
708,"R Dravid",318,2.81781493642737,2.71038374832717,2.93475508423323,687,585.975,746,160.025,0,0
709,"RJ Shastri",128,2.8162929683797,2.6944853742332,2.94082112320819,690,573.875,756,182.125,0,0
710,"M Amarnath",75,2.81546781685648,2.64600833550436,2.99093507777485,690,520.95,772,251.05,0,0
711,"L Louwrens",25,2.81477634132552,2.58436489006435,3.08790450874862,694.5,400.925,792,391.075,0,0
712,"MD Gunathilaka",46,2.81303364314799,2.58691518103662,3.03010328154187,693,470.975,790,319.025,0,0
713,"H Hiri",34,2.80716164403425,2.60432518687393,3.01251268171756,696,494.875,786.025,291.15,0,0
714,"SB Smith",23,2.80428975067843,2.56873817390221,3.08997921858349,701.5,409.925,795,385.075,0,0
715,"AP Gurusinha",143,2.80428161272486,2.68414471753635,2.93400937151667,696.5,591.975,761,169.025,0,0
716,"K Srikkanth",145,2.79947056349712,2.67125568513896,2.92794743959196,700,593,765.025,172.025,0,0
717,"MS Atapattu",259,2.79930624646886,2.67784751152741,2.91619876189092,701,603,763.05,160.05,0,0
718,"HS Modi",56,2.79895647077247,2.62968600002228,2.97079953779348,700,537,780.025,243.025,0,0
719,"JV Coney",80,2.79582071556817,2.59161024045506,2.98431008257757,703,523.95,788.025,264.075,0,0
720,"Taufeeq Umar",22,2.7941973687498,2.53621836906815,3.06753317537329,704.5,425,800,375,0,0
721,"Aminul Islam",39,2.79175628052143,2.6002116878198,3.01518084152028,707,493.975,788,294.025,0,0
722,"PL Mommsen",42,2.79063067784367,2.57529314631341,3.02612217432596,708,479.975,792.025,312.05,0,0
723,"RW Chakabva",57,2.78897621200297,2.62667166610378,2.95459462488412,706,555,780,225,0,0
724,"Rohan Mustafa",75,2.78816999205575,2.61986217912517,2.9667898027639,711,552.9,781,228.1,0,0
725,"RT Latham",33,2.78430132428121,2.50218379766335,3.28360590055447,732,201.975,804.025,602.05,0,0.002
726,"RL Dias",55,2.77743204424958,2.60211970039713,2.96426902810732,718,543.925,788,244.075,0,0
727,"NJ Astle",217,2.77445004581058,2.65453909281359,2.89488164168341,717,625,767,142,0,0
728,"MJ Horne",48,2.77287098763485,2.5867500619017,2.95722500315055,719,553,791,238,0,0
729,"HA Gomes",64,2.76999165453469,2.61998693028197,2.9519895594751,721,562.9,784,221.1,0,0
730,"JR Murray",36,2.76971299898791,2.53332359335581,3.00789856493938,718,496.85,800.025,303.175,0,0
731,"VVS Laxman",83,2.76483908607825,2.60773562204647,2.96692930032199,725,538.975,787.05,248.075,0,0
732,"WW Hinds",110,2.76133089338173,2.60261933525893,2.93877675716426,726,586,788.025,202.025,0,0
733,"CP Rizwan",39,2.75886639313623,2.52945440905006,3.01200761461181,727,492.95,801.025,308.075,0,0
734,"AH Omarshah",28,2.75876654638868,2.54324476959317,2.99557467606574,730,515,799,284,0,0
735,"MA Ouma",77,2.75550246531167,2.59539329942334,2.91716254341746,729,599.9,787.025,187.125,0,0
736,"DC Boon",177,2.75488541079991,2.62643538489046,2.87486909777085,729,643,779,136,0,0
737,"JE Root",175,2.75256180487193,2.589467513037,2.91777632302898,729,597.975,787,189.025,0,0
738,"NFI McCallum",42,2.75133378329486,2.56351952491164,2.95748435315661,730,564.85,796,231.15,0,0
739,"AH Jones",87,2.74964711234144,2.57136076120231,2.9676392297044,734,551,794,243,0,0
740,"NV Knight",100,2.74791759504152,2.61037476772335,2.89659071905689,733,626.975,785,158.025,0,0
741,"GA Gooch",122,2.74584313085276,2.61898983388478,2.88387052714119,732.5,636,783.025,147.025,0,0
742,"SL Campbell",87,2.74315699450562,2.5963377271462,2.90081944294952,734,622,788.025,166.025,0,0
743,"NC Johnson",48,2.74272192728938,2.57788801705473,2.92362001749705,737,588.975,790,201.025,0,0
744,"RS Mahanama",196,2.74014057148988,2.6337945533343,2.85547821568748,736,659.95,778,118.05,0,0
745,"Noor Ali Zadran",50,2.73912985736502,2.57738414025719,2.89773390194386,737,613,793,180,0,0
746,"GM Wood",77,2.7381035874932,2.58132490007942,2.9073140582804,738,614.925,792.025,177.1,0,0
747,"DD Ebrahim",76,2.73694707850328,2.55551910844168,2.95820858854536,741,555,797,242,0,0
748,"Akram Khan",43,2.73276535916693,2.5632366114317,2.91463257931019,740,599.95,796,196.05,0,0
749,"PV Simmons",138,2.73098219168372,2.6051229556088,2.86016039814899,741,657,784,127,0,0
750,"RS Madugalle",56,2.73023831488872,2.57713675383756,2.89639555968201,742,619.95,793.025,173.075,0,0
751,"Chirag Suri",37,2.72917084788238,2.5385187199294,2.95383747496649,743.5,568.975,801,232.025,0,0
752,"AC Hudson",88,2.72742849587773,2.58879924913903,2.87338839738066,743,645.85,790,144.15,0,0
753,"Rahmat Shah",120,2.72545414604856,2.59697954152874,2.86292416176274,743,656.925,787,130.075,0,0
754,"S Ramesh",24,2.72496227712779,2.47451761439281,3.05967405486064,747,440.925,808,367.075,0,0
755,"JP Kotze",26,2.71864991574479,2.48634253894226,2.96964647911436,745,538.95,808,269.05,0,0
756,"A Flower",207,2.71805842155081,2.5567271079281,2.8727800773556,746,643,796,153,0,0
757,"MAR Samarasekera",39,2.712105122573,2.51129772031069,2.91766512402243,749,596,803,207,0,0
758,"T Duffin",23,2.70989316026453,2.45304561278276,2.98456685710682,752,528,809,281,0,0
759,"D Ganga",34,2.70647708231812,2.48227925820471,2.94287694533775,753,572,806,234,0,0
760,"V Sibanda",125,2.70382979204996,2.55156408118786,2.87239148175963,754,644,798,154,0,0
761,"WTS Porterfield",145,2.70332748019937,2.55777615179725,2.84377161009518,753,668.975,795.025,126.05,0,0
762,"DL Haynes",237,2.70278584407531,2.5772317537886,2.81997661293726,753,687.975,793,105.025,0,0
763,"Habibul Bashar",104,2.70213569402204,2.57045187991027,2.8477309938499,754,669.95,796,126.05,0,0
764,"RS Morton",51,2.6990054857956,2.52870907594999,2.8680918072687,756,643.7,802,158.3,0,0
765,"Raqibul Hasan",56,2.69685214872586,2.5306822334095,2.88460559738098,758,628.95,801,172.05,0,0
766,"S Bau",57,2.69599067095681,2.53788399664971,2.86917118566952,757,646.975,801,154.025,0,0
767,"DF Watts",34,2.68882487303429,2.50243641257499,2.90319491805138,760,618.975,805,186.025,0,0
768,"MS Sinclair",50,2.68379273337779,2.49555157743926,2.89364602144496,763,616.975,806,189.025,0,0
769,"JK Kamande",71,2.68207964896961,2.50917222861042,2.85206546390155,761,662.925,805,142.075,0,0
770,"NS Sidhu",126,2.67988854572852,2.55323363887021,2.81291858691637,763,696.975,796,99.0250000000001,0,0
771,"KC Wessels",105,2.67949531556606,2.53042144831073,2.8323578574515,763.5,680.975,802,121.025,0,0
772,"MJ Slater",42,2.67831485080757,2.48336496932796,2.90573620860746,765,614,807.025,193.025,0,0
773,"MA Atherton",54,2.67387250030909,2.5065589118263,2.8537377428544,766,666.975,804,137.025,0,0
774,"JR Ratnayeke",69,2.67010541293537,2.47116929638729,2.85911622253324,766,656,807,151,0,0
775,"Yasir Hameed",56,2.66649569147072,2.50410497631146,2.85438116326641,770,662.975,806,143.025,0,0
776,"A Balbirnie",110,2.66459365728516,2.48703748779196,2.83131384769131,767,678.975,806,127.025,0,0
777,"RA Smith",70,2.66159212158115,2.51520720396776,2.81194095022507,770,694,802.025,108.025,0,0
778,"R Lamba",31,2.65829758579012,2.47157504456102,2.86893847792901,771,638.975,808,169.025,0,0
779,"RB Richardson",217,2.64844033417034,2.50436337710326,2.80981060840969,774,696.975,805,108.025,0,0
780,"JH Kallis",314,2.64662887201774,2.51391897594379,2.77666551985177,774,720.975,803,82.025,0,0
781,"MA Taylor",110,2.64015384571381,2.49683134691858,2.78476557365906,778,716.95,805,88.05,0,0
782,"MD Crowe",140,2.63454346589212,2.45390808224182,2.82246358199458,780,679.975,809,129.025,0,0
783,"UC Hathurusingha",33,2.62923156881332,2.40929833554721,2.87485190513278,780,631,811.025,180.025,0,0
784,"Ramiz Raja",196,2.62575914355859,2.51580715770295,2.73715146151949,781,740,804,64,0,0
785,"Javed Ahmadi",44,2.62526129497739,2.41652985316559,2.83805536801919,782,671.975,811,139.025,0,0
786,"PA Wallace",33,2.61790423272889,2.42774314137194,2.82709242734503,785,682.975,811,128.025,0,0
787,"Jatinder Singh",60,2.61718033004995,2.39315187578998,2.8240992834159,783,680.95,812,131.05,0,0
788,"RT Robinson",26,2.6160460115747,2.39425070176089,2.84400488004631,783.5,664.975,812,147.025,0,0
789,"G Fowler",26,2.60943831705971,2.38334053769659,2.85888422285883,787,654.75,813,158.25,0,0
790,"BM Laird",23,2.60541058438415,2.37440263199873,2.8473527970448,787,662.875,813,150.125,0,0
791,"Mudassar Nazar",115,2.60492888908108,2.47222673935668,2.75488714405104,787,726,808,82,0,0
792,"G Boycott",34,2.60129519872539,2.32718141253012,2.91053033245927,789,606,815,209,0,0
793,"BC Broad",34,2.59561327926466,2.41891191203675,2.80105192706876,790,701.975,811,109.025,0,0
794,"RD Shah",55,2.59262131792889,2.41165663318446,2.78001156174738,789,715.975,812,96.025,0,0
795,"Mohsin Khan",75,2.58937061269983,2.43243680785572,2.75364208662096,791,725,810,85,0,0
796,"JN Mohammed",31,2.58901525139687,2.34667629013984,2.83956746587083,791,667.975,814,146.025,0,0
797,"KO Otieno",87,2.58818566887379,2.43383944860233,2.745296978878,790,739.975,810,70.025,0,0
798,"Javed Miandad",218,2.58723783297513,2.42549016127676,2.75108811482069,791,731.95,811,79.05,0,0
799,"JJ Crowe",71,2.58008694663505,2.42024160979557,2.74180299262889,791.5,733.975,811,77.0250000000001,0,0
800,"DSBP Kuruppu",52,2.57682318161428,2.40545305715117,2.76424493959166,794,727,812,85,0,0
801,"Qasim Umar",31,2.57437843261189,2.37143801905615,2.79634731089722,794,710.9,814,103.1,0,0
802,"JC Adams",105,2.56907117611284,2.39287095375882,2.76552921274034,795,719.975,813,93.025,0,0
803,"CWJ Athey",29,2.56839212616825,2.35213577604907,2.7998350551259,795,698,814,116,0,0
804,"Rajin Saleh",43,2.56822535126112,2.32213373493932,2.91954694555168,798,603.15,815,211.85,0,0
805,"A Bagai",60,2.56655590561847,2.37250818746342,2.76912610914287,796,720,814,94,0,0
806,"CJ Tavare",28,2.53786358160395,2.3228841234556,2.76912577005502,800,723.95,815,91.0500000000001,0,0
807,"GR Marsh",115,2.53573386828976,2.39736425948537,2.68607465221664,801,761.95,813,51.05,0,0
808,"K Doriga",38,2.53442582329285,2.30496095960532,2.7526687778748,801,727,815,88,0,0
809,"JM How",37,2.51948203501153,2.30177088442842,2.73671736583375,803,738,815,77,0,0
810,"J Dyson",27,2.51878774676481,2.32064378379413,2.72208493554389,803,747,815,68,0,0
811,"BA Edgar",64,2.50774483033177,2.35492682913321,2.66235815498993,804,770,814,44,0,0
812,"Mansoor Akhtar",35,2.46624364825538,2.25424141936404,2.6824737945901,809,761,816,55,0,0
813,"WV Raman",27,2.44630776849869,2.19909982323014,2.7020202822855,810,757,817,60,0,0
814,"S Wettimuny",33,2.39706963453695,2.21445591686692,2.59102987065001,813,790.975,817,26.025,0,0
815,"JG Wright",148,2.33568302917131,2.20110638881044,2.46620111894907,815,808,817,9,0,0
816,"Shoaib Mohammad",58,2.31062993191901,2.10560226207672,2.52321671440456,815,804,817,13,0,0
817,"Javed Omar",59,2.21317136176655,2.01353245587801,2.40096691014238,817,812,817,5,0,0
