"rank","Player","GP","alpha","lq","uq","median_rank","rank_uq","rank_lq","rank_range","prob_rank1","prob_top25"
1,"V Kohli",294,4.13499821136979,3.94336478122278,4.35087302718166,6,1,29,28,0.075,0.955
2,"DJ Malan",31,4.09740341580432,3.69066646654599,4.5439574541533,9,1,133.025,132.025,0.169,0.73
3,"RN ten Doeschate",32,4.09594063681,3.71859177864112,4.51056597119893,8,1,116,115,0.148,0.747
4,"AB de Villiers",232,4.09187345288134,3.88609736318173,4.33947459988346,9,1,44.025,43.025,0.051,0.872
5,"Babar Azam",131,4.02742649146788,3.81165449377232,4.26065265720007,15,2,71,69,0.018,0.731
6,"RG Sharma",293,4.01706446540048,3.82089234683617,4.21536160784535,17,3,65.025,62.025,0.004,0.719
7,"MG Bevan",196,4.00696497960445,3.80178979602978,4.22400045771563,18,2,75.0749999999999,73.0749999999999,0.013,0.66
8,"JH Kallis",315,3.99481480009387,3.76042850758911,4.24980473867124,20,2,95.025,93.025,0.015,0.599
9,"MEK Hussey",157,3.99279427674884,3.72515243475491,4.31643207583,22,1,111.05,110.05,0.028,0.561
10,"KS Williamson",167,3.9845518429719,3.76887677288073,4.21321813900766,21,3,87.05,84.05,0.007,0.588
11,"LRPL Taylor",220,3.96900550567648,3.77049530124705,4.17748862247525,24,3,90,87,0.003,0.534
12,"MS Dhoni",298,3.96859633408823,3.78940980971477,4.14909034916363,24,5,78,73,0,0.526
13,"CG Greenidge",173,3.96475807926862,3.72995313415914,4.23365382177081,26,2,116,114,0.013,0.491
14,"SR Tendulkar",544,3.94262128524755,3.7713431424874,4.12136083671247,30,6,91,85,0,0.41
15,"Zaheer Abbas",60,3.93752433261046,3.631103967982,4.26957284029529,31,2,177.025,175.025,0.015,0.435
16,"Ibrahim Zadran",43,3.93732224164625,3.57847251706729,4.30343715242731,31,2,214,212,0.022,0.446
17,"Mohammad Nadeem",36,3.92855044756684,3.45770603729354,4.43951959670069,34.5,1,310.025,309.025,0.08,0.441
18,"KL Rahul",90,3.91948262890616,3.6561688001295,4.22039477385109,36,3,165.075,162.075,0.01,0.367
19,"SD Hope",151,3.91591611887332,3.70255259950744,4.13573806777752,35,6,132.025,126.025,0.002,0.334
20,"Misbah-ul-Haq",146,3.91208743315423,3.68004690056829,4.18441789719817,39,4,144.025,140.025,0.005,0.346
21,"CH Lloyd",69,3.90939677045255,3.58444854551527,4.27991208316365,39,2,216.025,214.025,0.018,0.376
22,"IVA Richards",167,3.90717432872598,3.67100379246636,4.17238799309696,40,4.975,147.025,142.05,0.004,0.327
23,"HE van der Dussen",65,3.88713329833272,3.5689574068179,4.22931016920006,43.5,3,219.025,216.025,0.011,0.324
24,"AT Rayudu",50,3.88518236140001,3.5460181958478,4.24341897001811,46,2,242.025,240.025,0.01,0.314
25,"DJ Mitchell",50,3.8746132920451,3.55777412656734,4.20189471006896,48,3,231,228,0.009,0.298
26,"SS Iyer",67,3.86958410813876,3.58621362985561,4.15406989245955,49,5,202.275,197.275,0.005,0.262
27,"Shubman Gill",61,3.86866365885726,3.48611569563207,4.27536026192925,51,2,298.15,296.15,0.013,0.319
28,"KC Sangakkara",381,3.86747243583276,3.68523543156093,4.05061331359473,50,13.975,141.025,127.05,0,0.135
29,"SPD Smith",154,3.85626155971291,3.6387588233647,4.07652800909277,53,9,168,159,0,0.173
30,"L Klusener",138,3.85362235943034,3.58722194172247,4.13179873105128,54,7,206.1,199.1,0,0.212
31,"BC Lara",306,3.8505483123482,3.67031294405578,4.02744692664132,55,15,153,138,0,0.11
32,"HM Amla",209,3.84783605448108,3.64412219346121,4.06528673697505,57,11,163.05,152.05,0,0.14
33,"IJL Trott",66,3.84741148692944,3.54183028044172,4.15150364339374,59,5,241.025,236.025,0.004,0.228
34,"Azmatullah Omarzai",34,3.84645055490795,3.46066165863319,4.24834209178172,57,2,305.05,303.05,0.016,0.27
35,"TM Head",83,3.83832491997923,3.55922631864871,4.15527515270858,62.5,5,226.025,221.025,0.003,0.21
36,"F du Plessis",136,3.83637165830407,3.6079352439862,4.08188241960304,60,9.975,193,183.025,0.002,0.136
37,"KJ Coetzer",126,3.82545583531914,3.55377795732315,4.12849530423121,67,6,231.025,225.025,0.004,0.159
38,"A Jadeja",190,3.82261092303954,3.55191689007659,4.14237134811012,73,6,238.1,232.1,0.002,0.183
39,"HT Tector",49,3.82229332294459,3.48107201461561,4.18719674251712,68,4,291,287,0.006,0.219
40,"JJ Roy",125,3.82199953130477,3.54647621775333,4.10302133530303,68,7,247.05,240.05,0.002,0.159
41,"KIC Asalanka",70,3.820974101275,3.53906175283677,4.10777047509639,68,7,239.225,232.225,0.001,0.161
42,"S Dhawan",196,3.8205998786332,3.60836048375223,4.04514754384308,68,13.975,195.025,181.05,0,0.1
43,"TLW Cooper",31,3.82054585770716,3.49966902676064,4.21351950022927,71,3,282.05,279.05,0.014,0.205
44,"JM Bairstow",111,3.82050782202032,3.49969337105234,4.16478207682102,66.5,4,280.05,276.05,0.005,0.207
45,"MJ Clarke",227,3.8188086978809,3.62171838258518,4.01941360802732,68,16,189.025,173.025,0,0.076
46,"KM Jadhav",51,3.81750420737786,3.45076529543108,4.22527694463731,72,3,315.025,312.025,0.016,0.22
47,"RT Ponting",365,3.81368828024758,3.65291512654499,3.98221118974184,70.5,22,164,142,0,0.042
48,"BM Duckett",32,3.81287730515767,3.46791766466075,4.19267725028629,73,3.975,303.05,299.075,0.008,0.221
49,"ML Hayden",187,3.81191582193911,3.58858459543271,4.03559310233513,72,13,203.025,190.025,0,0.101
50,"A Ranatunga",254,3.80610969394111,3.56598557851036,4.06144997164068,74.5,11,231.025,220.025,0.001,0.109
51,"AD Mathews",194,3.80480353254356,3.59776690648219,4.01445548664079,74,15.975,194.075,178.1,0,0.063
52,"Q de Kock",183,3.80415125535138,3.60329101437615,4.00078250230181,74,17,195.05,178.05,0,0.064
53,"T Bavuma",53,3.8027163930248,3.49904711974508,4.14882333118339,76.5,4,279.025,275.025,0.004,0.158
54,"SR Watson",185,3.80267969582743,3.59572789278587,4.02246248721368,75.5,17,204,187,0,0.072
55,"GM Turner",54,3.80243767060111,3.44549757145879,4.20002667922996,79,4,316,312,0.003,0.191
56,"KP Pietersen",128,3.802160501654,3.57245845414957,4.04667980829301,76,13,221.05,208.05,0,0.081
57,"Fakhar Zaman",104,3.79950146958857,3.51722843527931,4.08766182414789,79,9.975,263.1,253.125,0.002,0.132
58,"DA Warner",175,3.79679279127361,3.57874965569449,4.02701127707372,80,14,203.025,189.025,0,0.072
59,"DA Miller",152,3.79663424911266,3.57036379975435,4.04583906750064,81,13,224.025,211.025,0,0.104
60,"RR Sarwan",168,3.79481353653594,3.59099245465544,4.00529816350549,80.5,16,203.025,187.025,0,0.069
61,"AJ Lamb",118,3.79438189141164,3.53806222220842,4.06309803311348,82,11,246.05,235.05,0.001,0.111
62,"JE Root",176,3.7887995427916,3.51169304814868,4.05487463287973,84,10.975,267.075,256.1,0.001,0.116
63,"A Bagai",60,3.78725600114144,3.4375578517339,4.16206959088331,85,5,337.025,332.025,0.005,0.192
64,"DP Conway",38,3.78701677766776,3.44264918209181,4.2061556904681,85,4,324.05,320.05,0.008,0.185
65,"BA Stokes",99,3.78624908191147,3.52163199141134,4.08138498276707,86,9.975,259.025,249.05,0.002,0.107
66,"B McMullen",33,3.78560768586157,3.40445993538033,4.19114051214003,85.5,3,356,353,0.009,0.191
67,"Mohammad Yousuf",273,3.78408416961264,3.61512279015071,3.96440986421989,84,24.975,192,167.025,0,0.026
68,"UT Khawaja",39,3.78288174227054,3.42425451195665,4.15263087460268,85,6,334.075,328.075,0.004,0.164
69,"S Chanderpaul",273,3.78218625306897,3.60717741170085,3.99404169493235,86,20.975,194.025,173.05,0,0.041
70,"SR Mukkamalla",35,3.77887898599997,3.34059861525035,4.29707401588129,92.5,2,403.1,401.1,0.02,0.214
71,"Tamim Iqbal",295,3.77844240999286,3.57636067430868,3.98503204780398,85,21,213.025,192.025,0,0.043
72,"Aqib Ilyas",30,3.7746138269725,3.45678664045232,4.13502313571054,95,6,316.025,310.025,0.005,0.164
73,"Mahmudullah",209,3.7730566926389,3.57994309062354,3.99788946083712,90,19,217,198,0,0.047
74,"CH Gayle",391,3.77216639398374,3.58105214709635,3.96922099852924,91,24,217,193,0,0.03
75,"KU Carty",40,3.77181774271084,3.43371781564146,4.1148591100187,89,7,327,320,0.003,0.125
76,"Salman Butt",91,3.76976554810871,3.46709900670977,4.09053312074746,92,9,299.175,290.175,0.003,0.112
77,"A Symonds",162,3.76392641622838,3.56321881593457,3.97906541853712,95,23,230,207,0,0.034
78,"MJ Guptill",223,3.75916387646578,3.56892092642043,3.97276873330441,98,22,227,205,0,0.032
79,"TM Dilshan",321,3.75818862700409,3.56189621385686,3.94794220978723,97,31.95,224.05,192.1,0,0.016
80,"Imam-ul-Haq",91,3.7581237571181,3.5238959465128,4.01877376940076,101,17,264.175,247.175,0,0.066
81,"DM Jones",161,3.75572987590714,3.52681807071691,3.98729366397068,100,20.975,250,229.025,0,0.039
82,"WA Young",52,3.75069025836929,3.41217729903251,4.1299451342763,110,6,341.3,335.3,0.001,0.134
83,"PN Kirsten",44,3.74978277471016,3.39593256173469,4.19247893881584,108,4,369.05,365.05,0.009,0.155
84,"BRM Taylor",228,3.74455458850159,3.50351522745373,3.96563721445584,104,24.975,271.05,246.075,0,0.026
85,"Asif Khan",39,3.74393976362497,3.37786049105181,4.12089200319896,108,8,378.05,370.05,0.004,0.132
86,"DR Martyn",184,3.7421822821561,3.51654562521974,3.97791692679008,105,20,267.075,247.075,0,0.037
87,"DL Haynes",317,3.74130830337327,3.5353564876135,3.94045566874361,107,30,247,217,0,0.016
88,"R Ravindra",32,3.74013069786902,3.35925067501132,4.12940096961106,110,5,389,384,0.005,0.14
89,"SC Ganguly",379,3.73793287401361,3.58192833556334,3.90365921074082,109,39.975,213,173.025,0,0.004
90,"P Nissanka",80,3.7350851147471,3.4540107356193,4.0592339064741,110,11.975,325,313.025,0.002,0.067
91,"M Azharuddin",308,3.72972961230159,3.54360949863844,3.90663478532326,113,38.975,245.05,206.075,0,0.006
92,"Saeed Anwar",315,3.729461866765,3.56083939097403,3.91202452264654,112,39,229.05,190.05,0,0.003
93,"HG Munsey",80,3.72883590425376,3.42373713529993,4.01325154226037,109,16.975,323.1,306.125,0,0.058
94,"A Flower",227,3.728769698515,3.46288552821491,4.01125026728139,114,17,299.1,282.1,0,0.056
95,"Mohammad Rizwan",85,3.72853294250427,3.45180674774448,4.01593245186377,117,18,319.025,301.025,0.002,0.054
96,"AJ Finch",154,3.72826167718134,3.52143155841786,3.93248726728228,113.5,32,259.025,227.025,0,0.011
97,"NH Fairbrother",71,3.71220950962936,3.44011131036464,3.99456386850953,125,19.975,329,309.025,0,0.042
98,"Haris Sohail",44,3.70814889863655,3.38012782370839,4.06513788072775,127,11,373.025,362.025,0,0.067
99,"ME Waugh",265,3.70597560971296,3.52298202459195,3.8888686233769,128,39,258,219,0,0.006
100,"NV Knight",119,3.70555326523972,3.45657051509215,3.96236609908206,126.5,24.975,308.025,283.05,0,0.027
101,"RG Twose",81,3.7010280970522,3.41614326855935,3.9638796746535,127,23,347.075,324.075,0,0.028
102,"T Mishra",40,3.69800917101219,3.32114015768354,4.14286505603726,140,5,417.15,412.15,0.006,0.103
103,"BC Broad",49,3.69741669965481,3.35840718542123,4.08389970706382,131,10,387.025,377.025,0.001,0.073
104,"Imad Wasim",40,3.69707383802815,3.31690965308524,4.1096826095495,140,8,427.05,419.05,0.002,0.11
105,"SM Gavaskar",142,3.6959698544262,3.45123881725497,3.98426776367306,137,24,323,299,0,0.029
106,"Mushfiqur Rahim",256,3.69131335275774,3.49288416552024,3.89982713713802,138,39,288.075,249.075,0,0.005
107,"Umar Akmal",110,3.69128135407472,3.43159473229885,3.96086262590234,141,25.975,328,302.025,0,0.025
108,"RR Rossouw",36,3.69115511306793,3.33564109694335,4.06360844063927,138,11,408.075,397.075,0,0.076
109,"Saleem Elahi",62,3.69095692206208,3.34281540990051,4.03852383563584,137,13.975,406.075,392.1,0,0.065
110,"BKG Mendis",144,3.68870585856132,3.45715002471499,3.93984927145516,140,30,316.075,286.075,0,0.013
111,"Rahmanullah Gurbaz",59,3.68843961095225,3.38565597884526,4.02766767882136,140,14,371.025,357.025,0.003,0.053
112,"R Dravid",326,3.68719815569644,3.52231299925777,3.8700554781261,141.5,49,257.075,208.075,0,0.001
113,"MR Marsh",97,3.6860419378342,3.4341455126011,3.97146258520636,141,26,329.025,303.025,0,0.024
114,"Yuvraj Singh",277,3.68506170114173,3.47567612896379,3.9210901824189,142,36.975,298.025,261.05,0,0.014
115,"SB Smith",30,3.68345058811166,3.29158172390178,4.11348086454726,146,8,448.025,440.025,0.006,0.101
116,"SK Raina",194,3.68292263847185,3.45248634045194,3.92175165927406,143,35,317.025,282.025,0,0.01
117,"Agha Salman",34,3.68029253312693,3.32063299467549,4.06169948159919,145.5,13,422.05,409.05,0.002,0.071
118,"EC Joyce",90,3.68014348262448,3.39040149312016,4.00235653566421,147,19,366.05,347.05,0,0.045
119,"PR Stirling",227,3.6801160853697,3.48625502475692,3.89088823068913,143,44,292.05,248.05,0,0.005
120,"EJG Morgan",233,3.67945797973331,3.46166845467673,3.90162390013685,147,40,306.025,266.025,0,0.002
121,"GS Chappell",72,3.6777903034671,3.35988821796595,4.05955083587169,147.5,11.975,395,383.025,0,0.063
122,"M van Lingen",47,3.67693115154323,3.33806016816153,4.04146433455722,149,14,403.05,389.05,0,0.058
123,"ST Jayasuriya",524,3.67677472462475,3.48271407665162,3.85744859208022,147,57,291.05,234.05,0,0.002
124,"MS Atapattu",285,3.6750636871775,3.49240656328636,3.86647737046652,148,49,283.025,234.025,0,0.002
125,"WJ Cronje",176,3.67346692037763,3.44833367466858,3.92853935970464,149.5,36,321.025,285.025,0,0.013
126,"AH Jones",98,3.67297003153077,3.39371036639123,4.02509575546199,156,16.975,368.025,351.05,0.001,0.036
127,"JP Duminy",178,3.6716004189432,3.39656382804898,3.96901510903921,152,24,370.05,346.05,0,0.026
128,"Javed Miandad",220,3.67150636096594,3.41428936914256,3.95533216564317,152,28,360.05,332.05,0,0.02
129,"MD Crowe",150,3.66963196505842,3.30767546554165,4.01754344782919,149,14,425.025,411.025,0.001,0.054
130,"CS MacLeod",93,3.6662989661392,3.42211153815373,3.95108270617167,155,26.975,349.05,322.075,0,0.02
131,"HH Dippenaar",102,3.66543907628807,3.42051323015251,3.927746785892,158,31,338,307,0,0.014
132,"G Kirsten",242,3.66490990270528,3.48349451260131,3.86795954741274,154,53,294.05,241.05,0,0.005
133,"SE Marsh",77,3.66460007513535,3.402435785359,3.92764013935545,156,33,355,322,0,0.011
134,"Inzamam-ul-Haq",353,3.66317650277232,3.5011329717752,3.82441343934608,153,67,275.05,208.05,0,0
135,"RA Smith",74,3.66112086028403,3.38992375806718,3.94831482239469,160.5,28,375,347,0,0.021
136,"Fawad Alam",36,3.65953790768976,3.27094406083603,4.06252699211377,156.5,11,453.05,442.05,0.002,0.063
137,"Azhar Ali",63,3.65908703671492,3.36750724199978,3.97141166295923,160,23.975,382.025,358.05,0,0.032
138,"SC Williams",229,3.65869561121222,3.46286341468741,3.83709193049123,159,60,303.15,243.15,0,0
139,"GJ Bailey",85,3.6557709429885,3.38593546259307,3.96170940744291,168.5,23.975,364,340.025,0,0.027
140,"G Boycott",48,3.65340894738217,3.25325878190207,4.0926123319383,171.5,8,476,468,0.007,0.09
141,"SA Edwards",65,3.65176295543266,3.38641290995473,3.94707291716063,169,26.975,377,350.025,0,0.021
142,"H Klaasen",56,3.64877540404166,3.34186294404857,3.95538901039645,170,24.975,406.025,381.05,0,0.027
143,"AD Hales",78,3.64676304968563,3.36577492195301,3.94267901598813,171,33,384.125,351.125,0,0.02
144,"AK Markram",83,3.64620187210309,3.36119857578113,3.92637244509834,168.5,32,395,363,0,0.016
145,"JN Rhodes",218,3.64487851779215,3.39843129830916,3.92299761505296,168.5,31.975,369,337.025,0,0.016
146,"AG Prince",41,3.64462711719867,3.25077892561911,4.06537109600479,168,11,478,467,0,0.06
147,"SM Katich",47,3.64166375880127,3.30939892829951,3.97162795241418,172,24.95,430.15,405.2,0.001,0.028
148,"MG Erasmus",62,3.64030837120086,3.36132905457894,3.96126081752279,168,27.975,384,356.025,0,0.023
149,"CL Hooper",209,3.63353855089903,3.35445207043008,3.8996588845068,176,40.975,393,352.025,0,0.008
150,"TWM Latham",152,3.6318727511248,3.41153019796316,3.85465427647334,179.5,54.95,350.025,295.075,0,0
151,"AC Gilchrist",339,3.63150165857943,3.46121594621954,3.80188896257802,177,78.95,307.025,228.075,0,0
152,"M Labuschagne",58,3.62901541374024,3.34908565781026,3.93326195983345,179,31.975,401.025,369.05,0,0.015
153,"JP Faulkner",52,3.62833534516442,3.2046845760895,4.05128465558568,177.5,12.975,505.1,492.125,0,0.063
154,"RP Arnold",157,3.62584561582828,3.4054768440682,3.86499415533916,182,53,358.025,305.025,0,0.004
155,"A Balbirnie",121,3.62375501764202,3.33522584179083,3.92872474382889,189,35.975,416.025,380.05,0,0.013
156,"MD Patel",69,3.62333708455644,3.33750457451653,3.91822814051952,185.5,33.95,413.05,379.1,0,0.017
157,"DS Lehmann",101,3.62116278702402,3.35125390442208,3.90256046438595,186.5,41,391.075,350.075,0,0.007
158,"A Flintoff",122,3.62065651898858,3.32379100644522,3.91212793852528,185,37.975,421.125,383.15,0,0.005
159,"C Campher",35,3.6198163546263,3.23469987140184,4.01013234674602,182,18,488.075,470.075,0.001,0.043
160,"ME Trescothick",154,3.61960812924869,3.41531409335811,3.84890791750032,186.5,56.975,353.15,296.175,0,0.002
161,"GD Phillips",36,3.61681611502037,3.2639463978126,3.97860342109148,192,23.975,469.05,445.075,0.001,0.029
162,"AT Carey",77,3.61619526400839,3.35669338167215,3.90054145562501,190.5,41.975,396.025,354.05,0,0.011
163,"KC Wessels",138,3.61579005379162,3.37013657649547,3.86516076345891,191,53,380.05,327.05,0,0.002
164,"PA de Silva",299,3.61529557017375,3.44183820069743,3.80320502287907,190,76.95,331.025,254.075,0,0
165,"Shakib Al Hasan",234,3.61349622115207,3.3754379309961,3.86356011804072,192.5,50.975,371.125,320.15,0,0.006
166,"V Aravind",69,3.61312259786436,3.25480393213512,4.04356935991598,198,13.975,464.025,450.05,0.001,0.051
167,"M Kaif",110,3.61249816485345,3.36030826717982,3.89398694277493,193,45,387.075,342.075,0,0.007
168,"Towhid Hridoy",40,3.6078295749522,3.27780884878696,3.98748863680379,195.5,22,456.025,434.025,0.001,0.034
169,"G Gambhir",155,3.60695882774736,3.39280155567012,3.86360226678313,200,57.975,369,311.025,0,0
170,"MA Atherton",74,3.60627450996928,3.30956987857518,3.90746228628226,200.5,38.975,431,392.025,0,0.007
171,"Ahmed Shehzad",97,3.60603417949627,3.34089586304646,3.89262384034779,204,40.9,402.025,361.125,0,0.01
172,"GA Gooch",167,3.60558330759873,3.36959228826846,3.89329366840425,202,40,380.075,340.075,0,0.012
173,"Soumya Sarkar",85,3.60490318289527,3.32620890069184,3.89244785540902,196.5,43,409.05,366.05,0,0.005
174,"NS Sidhu",165,3.60433323628734,3.38027815610685,3.85199711494824,202,54.975,383.075,328.1,0,0.006
175,"N Pooran",58,3.6032765995074,3.2776680552378,3.95105770506867,200,29,454.05,425.05,0,0.02
176,"GA Hick",118,3.60157755379417,3.36350565499014,3.84097047516889,205,60,387.05,327.05,0,0.001
177,"G Singh",32,3.60148109400636,3.18882817635522,4.01845151506411,198,15.975,507.075,491.1,0.001,0.042
178,"JC Buttler",169,3.59975101347302,3.31425263589096,3.88510659646501,201,40.975,427.025,386.05,0,0.005
179,"ND McKenzie",55,3.59801453012557,3.29158767813832,3.93043021371596,204.5,28.975,443.025,414.05,0,0.016
180,"AN Cook",112,3.59767374031785,3.32578536064788,3.86280722249525,206,48.975,413.025,364.05,0,0.006
181,"AJ Strauss",145,3.59738570100936,3.37158282335105,3.84383768988334,208,59.975,375.025,315.05,0,0.003
182,"SR Waugh",287,3.59703222927728,3.41958847016586,3.7926124156335,205,83,348.025,265.025,0,0
183,"V Sehwag",282,3.5968984680507,3.39255823539173,3.80196293019469,203,78,363,285,0,0
184,"Rahmat Shah",122,3.59688155364636,3.36697003121022,3.82700582398772,201,64.95,388.025,323.075,0,0
185,"RD Berrington",125,3.594916866255,3.29120604529884,3.90564247310288,204,42,452,410,0,0.013
186,"MG Bracewell",32,3.59240499603434,3.17104089536891,4.03108454225995,209.5,14,532,518,0.001,0.048
187,"Mohammad Hafeez",238,3.59105252147414,3.39224627150422,3.79315978896449,210,81,362.025,281.025,0,0.001
188,"Saleem Malik",256,3.59081137192038,3.39320998835543,3.78610773375157,209,82.975,362.025,279.05,0,0
189,"SP Fleming",303,3.59036101251144,3.4115312884776,3.77587690174402,207,89.975,350,260.025,0,0
190,"LD Chandimal",142,3.59005250415168,3.35043880442112,3.82606464207346,209.5,64.925,399.05,334.125,0,0.001
191,"KD Karthik",84,3.58855662088763,3.26857812452355,3.913287380025,212,37,454.1,417.1,0.001,0.01
192,"DC Boon",215,3.58737641170841,3.39375457493084,3.79026011927374,213,76.975,357.05,280.075,0,0
193,"Basit Ali",43,3.58685805008868,3.26875966533341,3.9639501127916,214,28,458.025,430.025,0,0.021
194,"Yasir Hameed",70,3.586612926485,3.29093678350765,3.9264491752836,214.5,36.975,439,402.025,0,0.016
195,"AM Rahane",90,3.58528733226986,3.33652111105761,3.85632674542706,214.5,56.975,404.025,347.05,0,0.001
196,"M Amarnath",75,3.58398326738919,3.27801846477425,3.8756015376653,209,45.95,451.15,405.2,0,0.005
197,"NJ Astle",270,3.58344508950196,3.38874537494155,3.77690795438801,213,87,371,284,0,0
198,"NC Johnson",65,3.58255259560789,3.28195275141634,3.91408032616412,215,34.95,446.075,411.125,0,0.015
199,"GR Marsh",149,3.58255051414178,3.36456947957294,3.80284046847721,213,76,384.025,308.025,0,0.002
200,"WU Tharanga",253,3.58245653325008,3.37920166026209,3.79166787117801,214.5,81.975,371.075,289.1,0,0
201,"SSJ Brooks",30,3.58134936425443,3.19095207053248,4.00221068510283,216.5,19,520,501,0.001,0.037
202,"E Lewis",91,3.58075983562233,3.29354264542291,3.88438022673667,215,43,444.025,401.025,0,0.006
203,"PD Collingwood",181,3.57932381991251,3.37458193627665,3.77184510862512,219,87,379.1,292.1,0,0
204,"CA Ingram",30,3.5790652577702,3.19125039859937,3.97107537938434,225,23.975,514.025,490.05,0,0.029
205,"RA Jadeja",133,3.57342331269015,3.31314991402615,3.82453795333556,220,65,427.025,362.025,0,0.001
206,"Mohammad Shahzad",113,3.57236206900927,3.31619573957563,3.85220361679261,226,52,422.025,370.025,0,0.006
207,"JM Davison",42,3.56855993515161,3.08068308377572,4.03651933207837,218,15.975,586.1,570.125,0.001,0.041
208,"Shoaib Malik",261,3.56673065303709,3.32465512692411,3.82979075652956,229.5,68,421,353,0,0.003
209,"MN Samuels",196,3.56571105184881,3.36921021788897,3.76883528252283,230,94.975,378.025,283.05,0,0
210,"SV Manjrekar",69,3.5653887143137,3.27370088899628,3.86707284125613,228,54.925,461.1,406.175,0,0.004
211,"RS Morton",56,3.56378975696938,3.24438174707939,3.90201862109682,234.5,41.95,473.025,431.075,0,0.008
212,"DB Vengsarkar",122,3.56187391861438,3.32340661761636,3.79757292870565,228,81.9,422.05,340.15,0,0.002
213,"JV Coney",80,3.56126144805877,3.20779074766104,3.92685199209169,230,33,510.025,477.025,0.002,0.017
214,"SO Hetmyer",52,3.55994145436437,3.24227452077845,3.92890420185782,232,35,489.025,454.025,0,0.01
215,"IR Bell",180,3.55928973942217,3.36167555378087,3.77633997381987,235,86,391.025,305.025,0,0
216,"AJ Stewart",191,3.55847439120674,3.34561712623753,3.78453808765618,235.5,87.95,401.125,313.175,0,0
217,"Shaiman Anwar",40,3.55746529428195,3.1152655685834,4.00213701626717,238,20,568,548,0.001,0.037
218,"CR Ervine",128,3.55706656196358,3.30694723495582,3.80449607604156,236,75.975,438.05,362.075,0,0.001
219,"GC Smith",234,3.55650877502784,3.37300645007145,3.7560127424424,237,106.975,382,275.025,0,0
220,"DPMD Jayawardene",421,3.55488876694829,3.39176168036792,3.72688132005524,240,111.975,369.025,257.05,0,0
221,"CL White",77,3.55459756309479,3.2244328781457,3.91557204275229,240,37,499.025,462.025,0,0.014
222,"RB Richardson",227,3.5537494523697,3.29785649252812,3.81167411108533,234,69.9,434.075,364.175,0,0.001
223,"LMP Simmons",77,3.55307265816653,3.25437777345431,3.87763447284864,241.5,47,474.025,427.025,0,0.01
224,"SB Styris",161,3.55252954830733,3.34925736470573,3.76818260476739,241,85.975,400.025,314.05,0,0
225,"AL Logie",131,3.55212218471834,3.29525837349897,3.8354685246501,246,62,432.025,370.025,0,0.005
226,"HH Gibbs",288,3.55105759923847,3.36611738816664,3.74114049880517,241,110,384,274,0,0
227,"BJ Haddin",122,3.55069453268962,3.30940463202296,3.81763074560598,242.5,65.875,433,367.125,0,0.004
228,"GD Elliott",69,3.55058530155419,3.25274993749751,3.87977356169169,246,49.975,477.025,427.05,0,0.009
229,"GP Thorpe",77,3.55042434772644,3.26135631491168,3.83159517583664,240.5,65.975,463.05,397.075,0,0.003
230,"VG Kambli",97,3.54918375571168,3.25591389142391,3.86852214257377,238,57,464,407,0,0.002
231,"Sarfaraz Ahmed",91,3.54763824648498,3.28413928890129,3.81783853832453,251,66,448.075,382.075,0,0.003
232,"C Kieswetter",46,3.54589054247367,3.16718453939726,3.96387004114574,248,24,524,500,0.002,0.028
233,"Imran Khan",151,3.54364970769795,3.2969461323767,3.81277088315003,250.5,70.975,439.05,368.075,0,0.003
234,"JM Kemp",66,3.54269754475875,3.16392980590217,3.92188197324731,239,34.925,524,489.075,0,0.018
235,"SM Ervine",33,3.54209373208956,3.10438632861533,4.0186146303785,250,14.975,570.175,555.2,0.002,0.041
236,"MP O'Dowd",92,3.54208500614378,3.27953522755444,3.82288482636118,250,65.975,453,387.025,0,0.002
237,"SO Tikolo",130,3.53775734674674,3.28903927293487,3.78726747591108,249.5,82.95,446.075,363.125,0,0
238,"Aaron Jones",53,3.53550472533275,3.26096969702274,3.83855869298542,260,61,466,405,0,0.002
239,"MA Taylor",139,3.53487914584063,3.31525842842333,3.76269012606773,254,99.975,431,331.025,0,0
240,"AN Kervezee",44,3.53374970626625,3.1480849066799,3.96059542307358,259,26.975,541.075,514.1,0,0.019
241,"Aamer Sohail",207,3.53369730716465,3.34711586297719,3.74328643987527,257.5,109,403.025,294.025,0,0
242,"A Vala",68,3.53221583153016,3.24029207404371,3.80437682732372,251.5,74.975,480.025,405.05,0,0.001
243,"LS Livingstone",37,3.5309116544889,3.17445691643466,3.92242305176976,259,33.95,527,493.05,0,0.015
244,"Younis Khan",253,3.53023386245412,3.3220673728158,3.73739650427169,254,108,420.025,312.025,0,0
245,"JA Rudolph",39,3.52995653810356,3.17786889941335,3.91688600730802,254,36.975,521.175,484.2,0,0.014
246,"HDRL Thirimanne",108,3.52805783555973,3.2627735649034,3.81026867855735,263,73.975,468.1,394.125,0,0
247,"Nasir Jamshed",60,3.52799793383016,3.19671083701371,3.87632721908436,262,49.975,507.05,457.075,0,0.012
248,"Litton Das",106,3.52786298047889,3.24694860635361,3.80309807284497,257,80.975,476.05,395.075,0,0.001
249,"Khawar Ali",35,3.52693271395477,3.11283913505867,3.96224158274639,264.5,29,565.05,536.05,0,0.022
250,"T Taibu",137,3.52678737403106,3.28223844940546,3.79618133367542,260,83,451.025,368.025,0,0.001
251,"RL Dias",55,3.52503730333406,3.20522859069247,3.85957238846682,265,56.925,511.05,454.125,0,0.011
